호선,역명,지역(시),지역(구),지역(동),지가,지역(시),지역(구),지역(로),면적(㎡),카테고리,임대료,,
3호선,동대입구역,서울특별시,중구,장충동3가,3023523.968,서울특별시,중구,동호로,17.14,소매업,"250,000",,
3호선,동대입구역,서울특별시,중구,장충동4가,3023523.968,서울특별시,중구,동호로,16.68,편의점,"328,400",,
3호선,동대입구역,서울특별시,중구,장충동5가,3023523.968,서울특별시,중구,동호로,33.3,사무실,"429,000",,
3호선,동대입구역,서울특별시,중구,장충동6가,3023523.968,서울특별시,중구,동호로,33.46,의류잡화,"513,900",,
3호선,동대입구역,서울특별시,중구,장충동7가,3023523.968,서울특별시,중구,동호로,33.7,사무실,"521,300",,
3호선,동대입구역,서울특별시,중구,장충동8가,3023523.968,서울특별시,중구,동호로,17.04,편의점,"1,320,000",,
3호선,동대입구역,서울특별시,중구,장충동9가,3023523.968,서울특별시,중구,동호로,33.37,식품제과,"1,529,500",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,45,소매업,"1,287,795",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,26,소매업,"1,773,057",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,30,화장품,"2,045,835",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,33,소매업,"2,250,418",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,33,소매업,"2,250,418",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,43,소매업,"2,932,363",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,50,소매업,"3,409,725",,
1호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,17.7,식품제과,"6,933,900",,
6호선,동묘앞역,서울특별시,종로구,숭인동,3363101.502,서울특별시,종로구,종로,48,편의점,"6,967,649",,
4호선,동작역,서울특별시,동작구,동작동,1220794.783,서울특별시,동작구,현충로,10.75,식당,"420,000",,
4호선,동작역,서울특별시,동작구,동작동,1220794.783,서울특별시,동작구,현충로,16,식품제과,"3,704,000",,
4호선,동작역,서울특별시,동작구,동작동,1220794.783,서울특별시,동작구,현충로,20,편의점,"4,925,000",,
5호선,둔촌동역,서울특별시,강동구,둔촌동,2360703.99,서울특별시,강동구,양재대로,13.5,의류잡화,"2,710,000",,
5호선,둔촌동역,서울특별시,강동구,둔촌동,2360703.99,서울특별시,강동구,양재대로,28.71,의류잡화,"3,589,154",,
5호선,둔촌동역,서울특별시,강동구,둔촌동,2360703.99,서울특별시,강동구,양재대로,29,편의점,"5,386,990",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,30,화장품,"3,381,430",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,95.86,의료,"3,461,833",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,33,소매업,"3,613,684",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,212.39,의료,"4,255,000",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,40,카페,"4,508,573",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,55,소매업,"5,113,986",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,55,소매업,"5,113,986",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,33,편의점,"6,279,857",,
6호선,디지털미디어시티역,서울특별시,은평구,수색동,2360701.811,서울특별시,은평구,수색로,81,화장품,"8,869,952",,
2호선,뚝섬역,서울특별시,성동구,성수동1가,4035113.394,서울특별시,성동구,아차산로,14.23,의류잡화,"661,700",,
2호선,뚝섬역,서울특별시,성동구,성수동2가,4035113.394,서울특별시,성동구,아차산로,21.99,소매업,"1,166,700",,
2호선,뚝섬역,서울특별시,성동구,성수동3가,4035113.394,서울특별시,성동구,아차산로,25.17,의류잡화,"2,405,887",,
2호선,뚝섬역,서울특별시,성동구,성수동4가,4035113.394,서울특별시,성동구,아차산로,31.2,편의점,"4,279,000",,
7호선,뚝섬유원지역,서울특별시,광진구,자양동,3525110.801,서울특별시,광진구,능동로,29.89,편의점,"4,399,230",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,식품제과,"468,350",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,의류잡화,"470,000",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,소매업,"520,000",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,의류잡화,"533,330",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,의류잡화,"650,000",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,20,식품제과,"696,329",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,31,소매업,"1,047,282",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,소매업,"1,165,989",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33,소매업,"1,165,989",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,35,소매업,"1,182,416",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,35,소매업,"1,182,416",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,36,소매업,"1,216,199",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,45,화장품,"1,487,705",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,45,식품제과,"1,487,705",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,45,소매업,"1,520,249",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,39,의류잡화,"2,500,000",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,534.92,사무실,"3,281,667",,
7호선,마들역,서울특별시,노원구,상계동,2248616.726,서울특별시,노원구,동일로,33.11,편의점,"3,423,530",,
5호선,마장역,서울특별시,성동구,마장동,3003478.818,서울특별시,성동구,마장로,30,편의점,"4,361,266",,
5호선,마천역,서울특별시,송파구,마천동,3003478.818,서울특별시,송파구,마천로,30,편의점,"4,234,853",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,35,사무실,"1,041,394",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,44,식품제과,"1,309,181",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,33,카페,"2,567,221",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,40,카페,"3,111,783",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,40,의류잡화,"3,720,020",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,51,의류잡화,"4,743,025",,
6호선,마포구청역,서울특별시,마포구,성산동,3097465.989,서울특별시,마포구,월드컵로,39,편의점,"8,887,786",,
5호선,마포역,서울특별시,마포구,도화동,5353863.504,서울특별시,마포구,마포대로,46.6,식품제과,"2,582,786",,
5호선,마포역,서울특별시,마포구,도화동,5353863.504,서울특별시,마포구,마포대로,41.13,소매업,"2,638,880",,
5호선,마포역,서울특별시,마포구,도화동,5353863.504,서울특별시,마포구,마포대로,17.43,화장품,"4,250,000",,
5호선,마포역,서울특별시,마포구,도화동,5353863.504,서울특별시,마포구,마포대로,29,편의점,"5,945,871",,
6호선,망원역,서울특별시,마포구,망원동,3874948.052,서울특별시,마포구,월드컵로,29,화장품,"2,486,148",,
6호선,망원역,서울특별시,마포구,망원동,3874948.052,서울특별시,마포구,월드컵로,39,식품제과,"3,343,440",,
6호선,망원역,서울특별시,마포구,망원동,3874948.052,서울특별시,마포구,월드컵로,50,의류잡화,"4,286,462",,
6호선,망원역,서울특별시,마포구,망원동,3874948.052,서울특별시,마포구,월드컵로,28,편의점,"7,733,234",,
3호선,매봉역,서울특별시,강남구,도곡동,6423487.039,서울특별시,강남구,남부순환로,9.41,식품제과,"251,020",,
3호선,매봉역,서울특별시,강남구,도곡동,6423487.039,서울특별시,강남구,남부순환로,15.77,식당,"2,360,800",,
3호선,매봉역,서울특별시,강남구,도곡동,6423487.039,서울특별시,강남구,남부순환로,16,편의점,"2,421,000",,
3호선,매봉역,서울특별시,강남구,도곡동,6423487.039,서울특별시,강남구,남부순환로,26,화장품,"3,030,000",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,16,소매업,"862,869",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,16,소매업,"862,869",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,16,소매업,"862,869",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,16,소매업,"862,869",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,16,소매업,"862,869",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,17,소매업,"916,798",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,17,소매업,"916,798",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,35,화장품,"1,789,895",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,35,화장품,"1,789,895",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,34,식품제과,"2,019,766",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,50,소매업,"2,686,134",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,48,의류잡화,"2,851,435",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,57,카페,"2,885,528",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,58,의류잡화,"2,936,151",,
7호선,먹골역,서울특별시,중랑구,묵동,2395940.664,서울특별시,중랑구,동일로,24.38,편의점,"5,328,730",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,29,의류잡화,"2,132,026",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,24,소매업,"2,928,300",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,45,소매업,"3,059,094",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,45,소매업,"3,059,094",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,36,카페,"4,392,449",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,52,화장품,"4,507,333",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,53,화장품,"4,594,013",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,42,소매업,"5,124,524",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,32,식당,"5,600,000",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,45.56,의류잡화,"8,706,792",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,36.08,편의점,"8,888,000",,
7호선,면목역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,면목로,107,소매업,"9,274,705",,
4호선,명동역,서울특별시,중구,충무로2가,25555705.65,서울특별시,중구,퇴계로,26,카페,"17,711,479",,
5호선,명일역,서울특별시,강동구,명일동,3975409.598,서울특별시,강동구,양재대로,29.77,식품제과,"2,000,000",,
5호선,명일역,서울특별시,강동구,명일동,3975409.598,서울특별시,강동구,양재대로,44.27,의류잡화,"2,300,000",,
5호선,명일역,서울특별시,강동구,명일동,3975409.598,서울특별시,강동구,양재대로,30,편의점,"5,086,481",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,23.69,화장품,"2,500,000",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,31,의류잡화,"3,139,431",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,22.8,의류잡화,"6,331,000",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,26.42,식품제과,"6,918,660",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,30,편의점,"7,015,950",,
5호선,목동역,서울특별시,양천구,목동,6874782.444,서울특별시,양천구,오목로,22.98,식품제과,"10,110,000",,
8호선,몽촌토성역,서울특별시,송파구,신천동,6484496.503,서울특별시,송파구,올림픽로,36,편의점,"7,487,918",,
2호선,문래역,서울특별시,영등포구,문래동3가,3552434.629,서울특별시,영등포구,당산로,17.83,식품제과,"2,133,300",,
2호선,문래역,서울특별시,영등포구,문래동4가,3552434.629,서울특별시,영등포구,당산로,42,카페,"3,853,705",,
2호선,문래역,서울특별시,영등포구,문래동5가,3552434.629,서울특별시,영등포구,당산로,28.29,화장품,"4,817,149",,
2호선,문래역,서울특별시,영등포구,문래동6가,3552434.629,서울특별시,영등포구,당산로,17,식품제과,"5,010,000",,
8호선,문정역,서울특별시,송파구,문정동,4522444.664,서울특별시,송파구,송파대로,30,편의점,"5,552,551",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,22.56,소매업,"1,290,010",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,17.24,식품제과,"1,500,100",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,17.06,의류잡화,"1,665,905",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,18.66,의류잡화,"2,010,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,24.02,의류잡화,"2,200,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,14.8,의류잡화,"2,600,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,12,식품제과,"3,010,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,33.94,의류잡화,"3,050,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,12,의류잡화,"3,101,473",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,16.88,화장품,"3,200,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,33.76,의류잡화,"3,666,600",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,29.03,의류잡화,"5,380,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,13.86,화장품,"8,296,151",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,31,식품제과,"8,350,000",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,44.4,의류잡화,"8,600,700",,
4호선,미아사거리역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,24,카페,"10,556,897",,
4호선,미아역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,16.46,의류잡화,"546,300",,
4호선,미아역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,17.9,의류잡화,"1,750,000",,
4호선,미아역,서울특별시,강북구,미아동,2319034.385,서울특별시,강북구,도봉로,17,화장품,"3,700,000",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,23.8,의류잡화,"1,816,660",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,40,의류잡화,"3,044,360",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,42,의류잡화,"3,549,416",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,30,식당,"3,610,784",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,43,카페,"3,633,926",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,40.36,편의점,"7,804,830",,
7호선,반포역,서울특별시,서초구,잠원동,7093313.531,서울특별시,서초구,신반포로,1260.58,소매업,"15,229,200",,
5호선,발산역,서울특별시,강서구,가양동,2813595.841,서울특별시,강서구,공항대로,27.08,식품제과,"3,120,000",,
5호선,발산역,서울특별시,강서구,가양동,2813595.841,서울특별시,강서구,공항대로,27.14,의류잡화,"3,250,000",,
5호선,발산역,서울특별시,강서구,가양동,2813595.841,서울특별시,강서구,공항대로,33,편의점,"6,711,005",,
5호선,발산역,서울특별시,강서구,가양동,2813595.841,서울특별시,강서구,공항대로,30,의류잡화,"8,000,000",,
2호선,방배역,서울특별시,서초구,방배동,5231113.104,서울특별시,서초구,방배로,20.43,식당,"856,080",,
2호선,방배역,서울특별시,서초구,방배동,5231113.104,서울특별시,서초구,방배로,18,식품제과,"980,000",,
2호선,방배역,서울특별시,서초구,방배동,5231113.104,서울특별시,서초구,방배로,19.43,의류잡화,"1,300,000",,
2호선,방배역,서울특별시,서초구,방배동,5231113.104,서울특별시,서초구,방배로,19.32,식품제과,"2,712,000",,
2호선,방배역,서울특별시,서초구,방배동,5231113.104,서울특별시,서초구,방배로,27,화장품,"5,558,775",,
5호선,방이역,서울특별시,송파구,방이동,5097320.65,서울특별시,송파구,양재대로,36.48,편의점,"5,832,764",,
5호선,방이역,서울특별시,송파구,방이동,5097320.65,서울특별시,송파구,양재대로,25.58,화장품,"12,418,618",,
5호선,방화역,서울특별시,강서구,방화동,2022212.487,서울특별시,강서구,금낭화로,19.65,의류잡화,"3,130,000",,
5호선,방화역,서울특별시,강서구,방화동,2022212.487,서울특별시,강서구,금낭화로,30,편의점,"4,817,020",,
5호선,방화역,서울특별시,강서구,방화동,2022212.487,서울특별시,강서구,금낭화로,40.53,화장품,"9,363,837",,
6호선,버티고개역,서울특별시,중구,신당동,3301641.362,서울특별시,중구,다산로,26,사무실,"924,030",,
6호선,버티고개역,서울특별시,중구,신당동,3301641.362,서울특별시,중구,다산로,52,소매업,"1,240,994",,
7호선,보라매역,서울특별시,동작구,대방동,2944496.107,서울특별시,동작구,상도로,32,식품제과,"3,755,629",,
7호선,보라매역,서울특별시,동작구,대방동,2944496.107,서울특별시,동작구,상도로,38,화장품,"4,345,959",,
7호선,보라매역,서울특별시,동작구,대방동,2944496.107,서울특별시,동작구,상도로,39,의류잡화,"4,460,326",,
7호선,보라매역,서울특별시,동작구,대방동,2944496.107,서울특별시,동작구,상도로,27.58,편의점,"5,673,250",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,14.1,의류잡화,"825,000",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,16,소매업,"2,264,273",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,24,식품제과,"2,823,885",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,36,의류잡화,"3,020,041",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,35,편의점,"7,083,036",,
6호선,보문역,서울특별시,성북구,보문동,3495549.333,서울특별시,성북구,보문로,43.35,화장품,"9,317,598",,
8호선,복정역,서울특별시,송파구,장지동,1411731.342,서울특별시,송파구,송파대로,50,편의점,"8,911,248",,
2호선,봉천역,서울툭별시,관악구,봉천동,2894106.435,서울특별시,관악구,남부순환로,17.61,의류잡화,"1,814,122",,
2호선,봉천역,서울툭별시,관악구,봉천동,2894106.435,서울특별시,관악구,남부순환로,27.81,카페,"5,330,218",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,87,소매업,"979,716",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,87,소매업,"979,716",,ㅋ
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,33,의류잡화,"2,045,595",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,33,의류잡화,"2,045,595",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,34,식품제과,"2,107,582",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,27,화장품,"2,255,664",,
6호선,봉화산역,서울특별시,중랑구,신내동,1342041.161,서울특별시,중랑구,신내로,47,편의점,"6,932,114",,
6호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,34,소매업,"600,661",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,13.03,사무실,"605,800",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,12.99,의류잡화,"684,100",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,13.02,의류잡화,"1,101,000",,
6호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,43,사무실,"1,243,887",,
6호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,30,편의점,"1,370,645",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,23,편의점,"1,470,300",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,39.05,식품제과,"1,545,800",,
6호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,46,카페,"1,824,918",,
6호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,47,소매업,"1,864,590",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,35,의류잡화,"3,247,300",,
3호선,불광역,서울특별시,은평구,대조동,3220020.537,서울특별시,은평구,통일로,18.81,화장품,"6,929,948",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,30,식품제과,"4,084,990",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,46,의류잡화,"5,431,983",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,58,화장품,"6,849,023",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,32.21,편의점,"8,459,000",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,63,식당,"8,578,480",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,112,소매업,"13,225,699",,
7호선,사가정역,서울특별시,중랑구,면목동,2333104.521,서울특별시,중랑구,사가정로,26.03,의류잡화,"15,254,726",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,11.45,의류잡화,"922,680",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,10,의류잡화,"1,260,350",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,12.75,편의점,"1,606,946",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,12.75,의류잡화,"1,606,946",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,13.5,소매업,"1,701,472",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,15,의류잡화,"1,890,525",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,15,화장품,"1,890,525",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,20,식품제과,"2,520,699",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,15.5,소매업,"2,685,100",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,31,의류잡화,"2,877,573",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,23.1,의류잡화,"2,911,408",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,15.5,의류잡화,"3,567,700",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,카페,"3,640,207",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,22,의류잡화,"3,710,000",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,의류잡화,"3,716,600",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.2,의류잡화,"4,288,400",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,화장품,"4,466,000",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,15.3,식품제과,"4,500,000",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,25.8,의류잡화,"4,500,000",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,의류잡화,"4,510,000",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,의류잡화,"4,533,800",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,30.7,의류잡화,"4,570,159",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,33.8,소매업,"5,673,300",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,22,의류잡화,"6,020,000",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,20.2,의류잡화,"6,091,880",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,31,식품제과,"6,217,300",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,29.4,소매업,"6,938,962",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,14.96,식품제과,"8,025,200",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,60,소매업,"8,033,100",,
2호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,12.84,식당,"8,196,400",,
4호선,사당역,서울특별시,동작구,사당동,3136414.651,서울특별시,동작구,남부순환로,24.8,카페,"8,399,436",,
