,호선,역명,지역(시),지역(구),지역(동),지역(로),면적(㎡),카테고리,임대료,승객 수
267,8호선,단대오거리역,경기도,성남시,수정구,수정구,75.09,의류잡화,"4,284,455",7997301.0
268,8호선,단대오거리역,경기도,성남시,수정구,수정구,28.97,식품제과,"5,225,055",7997301.0
269,8호선,단대오거리역,경기도,성남시,수정구,수정구,54.03,식당,"7,630,000",7997301.0
270,8호선,단대오거리역,경기도,성남시,수정구,수정구,32.5,편의점,"8,712,991",7997301.0
271,8호선,단대오거리역,경기도,성남시,수정구,수정구,36.78,화장품,"15,685,314",7997301.0
272,5호선,답십리역,서울특별시,성동구,용답동,천호대로,28.86,의류잡화,"3,310,000",11910940.0
273,5호선,답십리역,서울특별시,성동구,용답동,천호대로,35.8,의류잡화,"3,665,038",11910940.0
274,5호선,답십리역,서울특별시,성동구,용답동,천호대로,57.89,식품제과,"6,668,830",11910940.0
275,5호선,답십리역,서울특별시,성동구,용답동,천호대로,40.0,편의점,"8,179,176",11910940.0
276,4호선,당고개역,서울특별시,노원구,상계동,상계로,21.8,식품제과,"252,000",9403595.0
277,4호선,당고개역,서울특별시,노원구,상계동,상계로,31.5,식품제과,"371,000",9403595.0
278,4호선,당고개역,서울특별시,노원구,상계동,상계로,23.88,소매업,"387,000",9403595.0
279,4호선,당고개역,서울특별시,노원구,상계동,상계로,56.3,소매업,"582,000",9403595.0
280,4호선,당고개역,서울특별시,노원구,상계동,상계로,27.84,의류잡화,"901,870",9403595.0
281,4호선,당고개역,서울특별시,노원구,상계동,상계로,28.01,카페,"3,353,802",9403595.0
282,4호선,당고개역,서울특별시,노원구,상계동,상계로,311.0,의류잡화,"12,000,200",9403595.0
283,2호선,당산역,서울특별시,영등포구,당산동,당산로,25.0,의류잡화,"2,575,815",16503458.0
284,2호선,당산역,서울특별시,영등포구,당산동,당산로,12.0,식당,"2,810,000",16503458.0
285,2호선,당산역,서울특별시,영등포구,당산동,당산로,26.14,식품제과,"7,312,000",16503458.0
286,2호선,당산역,서울특별시,영등포구,당산동,당산로,22.0,의류잡화,"11,700,139",16503458.0
287,2호선,대림역,서울특별시,구로구,구로동,도림천로,15.5,식품제과,"3,152,300",29796363.0
288,7호선,대림역,서울특별시,구로구,구로동,도림천로,30.0,화장품,"3,564,294",29796363.0
289,7호선,대림역,서울특별시,구로구,구로동,도림천로,39.0,식품제과,"4,303,187",29796363.0
290,7호선,대림역,서울특별시,구로구,구로동,도림천로,39.0,의류잡화,"4,303,187",29796363.0
291,7호선,대림역,서울특별시,구로구,구로동,도림천로,40.0,의류잡화,"4,413,525",29796363.0
292,2호선,대림역,서울특별시,구로구,구로동,도림천로,14.93,의류잡화,"5,564,323",29796363.0
293,2호선,대림역,서울특별시,구로구,구로동,도림천로,20.0,편의점,"5,643,800",29796363.0
294,2호선,대림역,서울특별시,구로구,구로동,도림천로,15.76,식당,"5,810,000",29796363.0
295,2호선,대림역,서울특별시,구로구,구로동,도림천로,14.0,식품제과,"7,222,000",29796363.0
296,7호선,대림역,서울특별시,구로구,구로동,도림천로,22.0,의류잡화,"7,222,000",29796363.0
297,7호선,대림역,서울특별시,구로구,구로동,도림천로,44.74,식품제과,"9,130,000",29796363.0
298,7호선,대림역,서울특별시,구로구,구로동,도림천로,22.0,편의점,"9,200,000",29796363.0
299,7호선,대림역,서울특별시,구로구,구로동,도림천로,29.51,편의점,"9,955,770",29796363.0
300,2호선,대림역,서울특별시,구로구,구로동,도림천로,19.47,의류잡화,"12,925,000",29796363.0
301,7호선,대림역,서울특별시,구로구,구로동,도림천로,68.0,의류잡화,"15,079,302",29796363.0
302,2호선,대림역,서울특별시,구로구,구로동,도림천로,33.0,의류잡화,"15,150,000",29796363.0
303,2호선,대림역,서울특별시,구로구,구로동,도림천로,14.93,의류잡화,"16,140,000",29796363.0
304,7호선,대림역,서울특별시,구로구,구로동,도림천로,41.1,의류잡화,"22,680,670",29796363.0
305,6호선,대흥역,서울특별시,마포구,대흥동,대흥로,23.0,의류잡화,"1,805,172",6634131.0
306,6호선,대흥역,서울특별시,마포구,대흥동,대흥로,43.67,화장품,"9,052,664",6634131.0
307,6호선,대흥역,서울특별시,마포구,대흥동,대흥로,45.0,편의점,"9,890,867",6634131.0
308,3호선,도곡역,서울특별시,강남구,도곡동,남부순환로,21.9,의류잡화,"873,400",4420475.0
309,3호선,도곡역,서울특별시,강남구,도곡동,남부순환로,25.04,식품제과,"1,024,800",4420475.0
310,3호선,도곡역,서울특별시,강남구,도곡동,남부순환로,23.18,의류잡화,"1,350,000",4420475.0
311,7호선,도봉산역,서울특별시,도봉구,도봉동,도봉로,36.0,카페,"1,179,006",7633194.0
312,7호선,도봉산역,서울특별시,도봉구,도봉동,도봉로,38.0,식품제과,"1,244,507",7633194.0
313,7호선,도봉산역,서울특별시,도봉구,도봉동,도봉로,44.0,식당,"1,441,008",7633194.0
314,7호선,도봉산역,서울특별시,도봉구,도봉동,도봉로,46.0,식품제과,"1,487,499",7633194.0
315,6호선,독바위역,서울특별시,은평구,불광동,불광로,26.0,소매업,"889,110",2222264.0
316,6호선,독바위역,서울특별시,은평구,불광동,불광로,26.0,소매업,"889,110",2222264.0
317,6호선,독바위역,서울특별시,은평구,불광동,불광로,33.0,소매업,"1,128,486",2222264.0
318,6호선,독바위역,서울특별시,은평구,불광동,불광로,31.3,편의점,"2,860,106",2222264.0
319,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,37.0,의류잡화,"1,762,207",6287409.0
320,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,15.0,의류잡화,"2,324,539",6287409.0
321,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,30.0,화장품,"2,757,787",6287409.0
322,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,22.0,식품제과,"2,815,275",6287409.0
323,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,41.0,카페,"3,768,975",6287409.0
324,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,53.0,의류잡화,"4,872,090",6287409.0
325,6호선,돌곶이역,서울특별시,성북구,석관동,화랑로,37.8,편의점,"8,738,785",6287409.0
326,1호선,동대문역,서울특별시,종로구,창신동,종로,19.84,의류잡화,"1,380,000",29861156.0
327,1호선,동대문역,서울특별시,종로구,창신동,종로,17.5,의류잡화,"1,431,300",29861156.0
328,4호선,동대문역,서울특별시,종로구,창신동,종로,19.8,의류잡화,"2,067,179",29861156.0
329,4호선,동대문역,서울특별시,종로구,창신동,종로,20.0,의류잡화,"2,088,060",29861156.0
330,4호선,동대문역,서울특별시,종로구,창신동,종로,20.1,식품제과,"2,098,500",29861156.0
331,4호선,동대문역,서울특별시,종로구,창신동,종로,20.36,식품제과,"2,125,645",29861156.0
332,4호선,동대문역,서울특별시,종로구,창신동,종로,19.86,의류잡화,"2,356,580",29861156.0
333,4호선,동대문역,서울특별시,종로구,창신동,종로,24.6,의류잡화,"2,568,313",29861156.0
334,4호선,동대문역,서울특별시,종로구,창신동,종로,28.0,카페,"3,054,428",29861156.0
335,1호선,동대문역,서울특별시,종로구,창신동,종로,11.0,의류잡화,"3,993,000",29861156.0
336,4호선,동대문역,서울특별시,종로구,창신동,종로,40.7,의류잡화,"4,249,202",29861156.0
337,4호선,동대문역,서울특별시,종로구,창신동,종로,40.76,의류잡화,"4,255,466",29861156.0
338,4호선,동대문역,서울특별시,종로구,창신동,종로,10.0,카페,"5,109,449",29861156.0
339,1호선,동대문역,서울특별시,종로구,창신동,종로,30.44,화장품,"5,418,000",29861156.0
340,4호선,동대문역,서울특별시,종로구,창신동,종로,24.47,의류잡화,"9,547,970",29861156.0
341,4호선,동대문역,서울특별시,종로구,창신동,종로,12.5,의류잡화,"10,020,000",29861156.0
342,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,31.69,의류잡화,"1,155,400",33029923.0
343,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,62.2,의류잡화,"2,446,800",33029923.0
344,4호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,15.0,의류잡화,"3,100,000",33029923.0
345,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,12.0,카페,"4,625,497",33029923.0
346,4호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,16.68,의류잡화,"5,551,000",33029923.0
347,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,32.5,카페,"7,718,394",33029923.0
348,4호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,89.0,의류잡화,"8,100,000",33029923.0
349,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,19.5,화장품,"8,176,000",33029923.0
350,4호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,27.09,의류잡화,"12,776,200",33029923.0
351,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,25.7,화장품,"13,621,600",33029923.0
352,2호선,동대문역사문화공원역,서울특별시,중구,을지로,을지로,45.64,의류잡화,"17,200,000",33029923.0
353,3호선,동대입구역,서울특별시,중구,장충동2가,동호로,16.8,소매업,"201,000",8957089.0
354,3호선,동대입구역,서울특별시,중구,장충동3가,동호로,17.14,소매업,"250,000",8957089.0
355,3호선,동대입구역,서울특별시,중구,장충동4가,동호로,16.68,편의점,"328,400",8957089.0
356,3호선,동대입구역,서울특별시,중구,장충동5가,동호로,33.3,사무실,"429,000",8957089.0
357,3호선,동대입구역,서울특별시,중구,장충동6가,동호로,33.46,의류잡화,"513,900",8957089.0
358,3호선,동대입구역,서울특별시,중구,장충동7가,동호로,33.7,사무실,"521,300",8957089.0
359,3호선,동대입구역,서울특별시,중구,장충동8가,동호로,17.04,편의점,"1,320,000",8957089.0
360,3호선,동대입구역,서울특별시,중구,장충동9가,동호로,33.37,식품제과,"1,529,500",8957089.0
361,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,45.0,소매업,"1,287,795",14916416.0
362,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,26.0,소매업,"1,773,057",14916416.0
363,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,30.0,화장품,"2,045,835",14916416.0
364,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,33.0,소매업,"2,250,418",14916416.0
365,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,33.0,소매업,"2,250,418",14916416.0
366,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,43.0,소매업,"2,932,363",14916416.0
367,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,50.0,소매업,"3,409,725",14916416.0
368,1호선,동묘앞역,서울특별시,종로구,숭인동,종로,17.7,식품제과,"6,933,900",14916416.0
369,6호선,동묘앞역,서울특별시,종로구,숭인동,종로,48.0,편의점,"6,967,649",14916416.0
370,4호선,동작역,서울특별시,동작구,동작동,현충로,10.75,식당,"420,000",2296668.0
371,4호선,동작역,서울특별시,동작구,동작동,현충로,16.0,식품제과,"3,704,000",2296668.0
372,4호선,동작역,서울특별시,동작구,동작동,현충로,20.0,편의점,"4,925,000",2296668.0
373,5호선,둔촌동역,서울특별시,강동구,둔촌동,양재대로,13.5,의류잡화,"2,710,000",7197212.0
374,5호선,둔촌동역,서울특별시,강동구,둔촌동,양재대로,28.71,의류잡화,"3,589,154",7197212.0
375,5호선,둔촌동역,서울특별시,강동구,둔촌동,양재대로,29.0,편의점,"5,386,990",7197212.0
376,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,30.0,화장품,"3,381,430",10393171.0
377,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,95.86,의료,"3,461,833",10393171.0
378,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,33.0,소매업,"3,613,684",10393171.0
379,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,212.39,의료,"4,255,000",10393171.0
380,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,40.0,카페,"4,508,573",10393171.0
381,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,55.0,소매업,"5,113,986",10393171.0
382,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,55.0,소매업,"5,113,986",10393171.0
383,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,33.0,편의점,"6,279,857",10393171.0
384,6호선,디지털미디어시티역,서울특별시,은평구,수색동,수색로,81.0,화장품,"8,869,952",10393171.0
385,2호선,뚝섬역,서울특별시,성동구,성수동1가,아차산로,14.23,의류잡화,"661,700",12995026.0
386,2호선,뚝섬역,서울특별시,성동구,성수동2가,아차산로,21.99,소매업,"1,166,700",12995026.0
387,2호선,뚝섬역,서울특별시,성동구,성수동3가,아차산로,25.17,의류잡화,"2,405,887",12995026.0
388,2호선,뚝섬역,서울특별시,성동구,성수동4가,아차산로,31.2,편의점,"4,279,000",12995026.0
389,7호선,뚝섬유원지역,서울특별시,광진구,자양동,능동로,29.89,편의점,"4,399,230",6692931.0
390,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,식품제과,"468,350",8549444.0
391,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,의류잡화,"470,000",8549444.0
392,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,소매업,"520,000",8549444.0
393,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,의류잡화,"533,330",8549444.0
394,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,의류잡화,"650,000",8549444.0
395,7호선,마들역,서울특별시,노원구,상계동,동일로,20.0,식품제과,"696,329",8549444.0
396,7호선,마들역,서울특별시,노원구,상계동,동일로,31.0,소매업,"1,047,282",8549444.0
397,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,소매업,"1,165,989",8549444.0
398,7호선,마들역,서울특별시,노원구,상계동,동일로,33.0,소매업,"1,165,989",8549444.0
399,7호선,마들역,서울특별시,노원구,상계동,동일로,35.0,소매업,"1,182,416",8549444.0
400,7호선,마들역,서울특별시,노원구,상계동,동일로,35.0,소매업,"1,182,416",8549444.0
401,7호선,마들역,서울특별시,노원구,상계동,동일로,36.0,소매업,"1,216,199",8549444.0
402,7호선,마들역,서울특별시,노원구,상계동,동일로,45.0,화장품,"1,487,705",8549444.0
403,7호선,마들역,서울특별시,노원구,상계동,동일로,45.0,식품제과,"1,487,705",8549444.0
404,7호선,마들역,서울특별시,노원구,상계동,동일로,45.0,소매업,"1,520,249",8549444.0
405,7호선,마들역,서울특별시,노원구,상계동,동일로,39.0,의류잡화,"2,500,000",8549444.0
406,7호선,마들역,서울특별시,노원구,상계동,동일로,534.92,사무실,"3,281,667",8549444.0
407,7호선,마들역,서울특별시,노원구,상계동,동일로,33.11,편의점,"3,423,530",8549444.0
408,5호선,마장역,서울특별시,성동구,마장동,마장로,30.0,편의점,"4,361,266",4487588.0
409,5호선,마천역,서울특별시,송파구,마천동,마천로,30.0,편의점,"4,234,853",3790871.0
410,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,35.0,사무실,"1,041,394",9828274.0
411,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,44.0,식품제과,"1,309,181",9828274.0
412,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,33.0,카페,"2,567,221",9828274.0
413,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,40.0,카페,"3,111,783",9828274.0
414,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,40.0,의류잡화,"3,720,020",9828274.0
415,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,51.0,의류잡화,"4,743,025",9828274.0
416,6호선,마포구청역,서울특별시,마포구,성산동,월드컵로,39.0,편의점,"8,887,786",9828274.0
417,5호선,마포역,서울특별시,마포구,도화동,마포대로,46.6,식품제과,"2,582,786",10206613.0
418,5호선,마포역,서울특별시,마포구,도화동,마포대로,41.13,소매업,"2,638,880",10206613.0
419,5호선,마포역,서울특별시,마포구,도화동,마포대로,17.43,화장품,"4,250,000",10206613.0
420,5호선,마포역,서울특별시,마포구,도화동,마포대로,29.0,편의점,"5,945,871",10206613.0
421,6호선,망원역,서울특별시,마포구,망원동,월드컵로,29.0,화장품,"2,486,148",10597448.0
422,6호선,망원역,서울특별시,마포구,망원동,월드컵로,39.0,식품제과,"3,343,440",10597448.0
423,6호선,망원역,서울특별시,마포구,망원동,월드컵로,50.0,의류잡화,"4,286,462",10597448.0
424,6호선,망원역,서울특별시,마포구,망원동,월드컵로,28.0,편의점,"7,733,234",10597448.0
425,3호선,매봉역,서울특별시,강남구,도곡동,남부순환로,9.41,식품제과,"251,020",7919922.0
426,3호선,매봉역,서울특별시,강남구,도곡동,남부순환로,15.77,식당,"2,360,800",7919922.0
427,3호선,매봉역,서울특별시,강남구,도곡동,남부순환로,16.0,편의점,"2,421,000",7919922.0
428,3호선,매봉역,서울특별시,강남구,도곡동,남부순환로,26.0,화장품,"3,030,000",7919922.0
429,7호선,먹골역,서울특별시,중랑구,묵동,동일로,16.0,소매업,"862,869",7757014.0
430,7호선,먹골역,서울특별시,중랑구,묵동,동일로,16.0,소매업,"862,869",7757014.0
431,7호선,먹골역,서울특별시,중랑구,묵동,동일로,16.0,소매업,"862,869",7757014.0
432,7호선,먹골역,서울특별시,중랑구,묵동,동일로,16.0,소매업,"862,869",7757014.0
433,7호선,먹골역,서울특별시,중랑구,묵동,동일로,16.0,소매업,"862,869",7757014.0
434,7호선,먹골역,서울특별시,중랑구,묵동,동일로,17.0,소매업,"916,798",7757014.0
435,7호선,먹골역,서울특별시,중랑구,묵동,동일로,17.0,소매업,"916,798",7757014.0
436,7호선,먹골역,서울특별시,중랑구,묵동,동일로,35.0,화장품,"1,789,895",7757014.0
437,7호선,먹골역,서울특별시,중랑구,묵동,동일로,35.0,화장품,"1,789,895",7757014.0
438,7호선,먹골역,서울특별시,중랑구,묵동,동일로,34.0,식품제과,"2,019,766",7757014.0
439,7호선,먹골역,서울특별시,중랑구,묵동,동일로,50.0,소매업,"2,686,134",7757014.0
440,7호선,먹골역,서울특별시,중랑구,묵동,동일로,48.0,의류잡화,"2,851,435",7757014.0
441,7호선,먹골역,서울특별시,중랑구,묵동,동일로,57.0,카페,"2,885,528",7757014.0
442,7호선,먹골역,서울특별시,중랑구,묵동,동일로,58.0,의류잡화,"2,936,151",7757014.0
443,7호선,먹골역,서울특별시,중랑구,묵동,동일로,24.38,편의점,"5,328,730",7757014.0
444,7호선,면목역,서울특별시,중랑구,면목동,면목로,29.0,의류잡화,"2,132,026",11670476.0
445,7호선,면목역,서울특별시,중랑구,면목동,면목로,24.0,소매업,"2,928,300",11670476.0
446,7호선,면목역,서울특별시,중랑구,면목동,면목로,45.0,소매업,"3,059,094",11670476.0
447,7호선,면목역,서울특별시,중랑구,면목동,면목로,45.0,소매업,"3,059,094",11670476.0
448,7호선,면목역,서울특별시,중랑구,면목동,면목로,36.0,카페,"4,392,449",11670476.0
449,7호선,면목역,서울특별시,중랑구,면목동,면목로,52.0,화장품,"4,507,333",11670476.0
450,7호선,면목역,서울특별시,중랑구,면목동,면목로,53.0,화장품,"4,594,013",11670476.0
451,7호선,면목역,서울특별시,중랑구,면목동,면목로,42.0,소매업,"5,124,524",11670476.0
452,7호선,면목역,서울특별시,중랑구,면목동,면목로,32.0,식당,"5,600,000",11670476.0
453,7호선,면목역,서울특별시,중랑구,면목동,면목로,45.56,의류잡화,"8,706,792",11670476.0
454,7호선,면목역,서울특별시,중랑구,면목동,면목로,36.08,편의점,"8,888,000",11670476.0
455,7호선,면목역,서울특별시,중랑구,면목동,면목로,107.0,소매업,"9,274,705",11670476.0
456,4호선,명동역,서울특별시,중구,충무로2가,퇴계로,26.0,카페,"17,711,479",29635153.0
457,5호선,명일역,서울특별시,강동구,명일동,양재대로,29.77,식품제과,"2,000,000",6202512.0
458,5호선,명일역,서울특별시,강동구,명일동,양재대로,44.27,의류잡화,"2,300,000",6202512.0
459,5호선,명일역,서울특별시,강동구,명일동,양재대로,30.0,편의점,"5,086,481",6202512.0
460,8호선,모란역,경기도,성남시,수정구,수정구,50.0,편의점,"5,831,070",3178749.0
461,5호선,목동역,서울특별시,양천구,목동,오목로,23.69,화장품,"2,500,000",13702538.0
462,5호선,목동역,서울특별시,양천구,목동,오목로,31.0,의류잡화,"3,139,431",13702538.0
463,5호선,목동역,서울특별시,양천구,목동,오목로,22.8,의류잡화,"6,331,000",13702538.0
464,5호선,목동역,서울특별시,양천구,목동,오목로,26.42,식품제과,"6,918,660",13702538.0
465,5호선,목동역,서울특별시,양천구,목동,오목로,30.0,편의점,"7,015,950",13702538.0
466,5호선,목동역,서울특별시,양천구,목동,오목로,22.98,식품제과,"10,110,000",13702538.0
467,8호선,몽촌토성역,서울특별시,송파구,신천동,올림픽로,36.0,편의점,"7,487,918",5310832.0
468,2호선,문래역,서울특별시,영등포구,문래동3가,당산로,17.83,식품제과,"2,133,300",14275577.0
469,2호선,문래역,서울특별시,영등포구,문래동4가,당산로,42.0,카페,"3,853,705",14275577.0
470,2호선,문래역,서울특별시,영등포구,문래동5가,당산로,28.29,화장품,"4,817,149",14275577.0
471,2호선,문래역,서울특별시,영등포구,문래동6가,당산로,17.0,식품제과,"5,010,000",14275577.0
472,8호선,문정역,서울특별시,송파구,문정동,송파대로,30.0,편의점,"5,552,551",12305513.0
473,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,22.56,소매업,"1,290,010",21498737.0
474,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,17.24,식품제과,"1,500,100",21498737.0
475,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,17.06,의류잡화,"1,665,905",21498737.0
476,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,18.66,의류잡화,"2,010,000",21498737.0
477,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,24.02,의류잡화,"2,200,000",21498737.0
478,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,14.8,의류잡화,"2,600,000",21498737.0
479,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,12.0,식품제과,"3,010,000",21498737.0
480,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,33.94,의류잡화,"3,050,000",21498737.0
481,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,12.0,의류잡화,"3,101,473",21498737.0
482,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,16.88,화장품,"3,200,000",21498737.0
483,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,33.76,의류잡화,"3,666,600",21498737.0
484,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,29.03,의류잡화,"5,380,000",21498737.0
485,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,13.86,화장품,"8,296,151",21498737.0
486,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,31.0,식품제과,"8,350,000",21498737.0
487,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,44.4,의류잡화,"8,600,700",21498737.0
488,4호선,미아사거리역,서울특별시,강북구,미아동,도봉로,24.0,카페,"10,556,897",21498737.0
489,4호선,미아역,서울특별시,강북구,미아동,도봉로,16.46,의류잡화,"546,300",12253637.0
490,4호선,미아역,서울특별시,강북구,미아동,도봉로,17.9,의류잡화,"1,750,000",12253637.0
491,4호선,미아역,서울특별시,강북구,미아동,도봉로,17.0,화장품,"3,700,000",12253637.0
492,7호선,반포역,서울특별시,서초구,잠원동,신반포로,23.8,의류잡화,"1,816,660",4694450.0
493,7호선,반포역,서울특별시,서초구,잠원동,신반포로,40.0,의류잡화,"3,044,360",4694450.0
494,7호선,반포역,서울특별시,서초구,잠원동,신반포로,42.0,의류잡화,"3,549,416",4694450.0
495,7호선,반포역,서울특별시,서초구,잠원동,신반포로,30.0,식당,"3,610,784",4694450.0
496,7호선,반포역,서울특별시,서초구,잠원동,신반포로,43.0,카페,"3,633,926",4694450.0
497,7호선,반포역,서울특별시,서초구,잠원동,신반포로,40.36,편의점,"7,804,830",4694450.0
498,7호선,반포역,서울특별시,서초구,잠원동,신반포로,1260.58,소매업,"15,229,200",4694450.0
499,5호선,발산역,서울특별시,강서구,가양동,공항대로,27.08,식품제과,"3,120,000",12403881.0
500,5호선,발산역,서울특별시,강서구,가양동,공항대로,27.14,의류잡화,"3,250,000",12403881.0
501,5호선,발산역,서울특별시,강서구,가양동,공항대로,33.0,편의점,"6,711,005",12403881.0
502,5호선,발산역,서울특별시,강서구,가양동,공항대로,30.0,의류잡화,"8,000,000",12403881.0
503,2호선,방배역,서울특별시,서초구,방배동,방배로,20.43,식당,"856,080",14863639.0
504,2호선,방배역,서울특별시,서초구,방배동,방배로,18.0,식품제과,"980,000",14863639.0
505,2호선,방배역,서울특별시,서초구,방배동,방배로,19.43,의류잡화,"1,300,000",14863639.0
506,2호선,방배역,서울특별시,서초구,방배동,방배로,19.32,식품제과,"2,712,000",14863639.0
507,2호선,방배역,서울특별시,서초구,방배동,방배로,27.0,화장품,"5,558,775",14863639.0
508,5호선,방이역,서울특별시,송파구,방이동,양재대로,36.48,편의점,"5,832,764",5384445.0
509,5호선,방이역,서울특별시,송파구,방이동,양재대로,25.58,화장품,"12,418,618",5384445.0
510,5호선,방화역,서울특별시,강서구,방화동,금낭화로,19.65,의류잡화,"3,130,000",5334007.0
511,5호선,방화역,서울특별시,강서구,방화동,금낭화로,30.0,편의점,"4,817,020",5334007.0
512,5호선,방화역,서울특별시,강서구,방화동,금낭화로,40.53,화장품,"9,363,837",5334007.0
513,6호선,버티고개역,서울특별시,중구,신당동,다산로,26.0,사무실,"924,030",1740624.0
514,6호선,버티고개역,서울특별시,중구,신당동,다산로,52.0,소매업,"1,240,994",1740624.0
515,7호선,보라매역,서울특별시,동작구,대방동,상도로,32.0,식품제과,"3,755,629",6729384.0
516,7호선,보라매역,서울특별시,동작구,대방동,상도로,38.0,화장품,"4,345,959",6729384.0
517,7호선,보라매역,서울특별시,동작구,대방동,상도로,39.0,의류잡화,"4,460,326",6729384.0
518,7호선,보라매역,서울특별시,동작구,대방동,상도로,27.58,편의점,"5,673,250",6729384.0
519,6호선,보문역,서울특별시,성북구,보문동,보문로,14.1,의류잡화,"825,000",5397167.0
520,6호선,보문역,서울특별시,성북구,보문동,보문로,16.0,소매업,"2,264,273",5397167.0
521,6호선,보문역,서울특별시,성북구,보문동,보문로,24.0,식품제과,"2,823,885",5397167.0
522,6호선,보문역,서울특별시,성북구,보문동,보문로,36.0,의류잡화,"3,020,041",5397167.0
523,6호선,보문역,서울특별시,성북구,보문동,보문로,35.0,편의점,"7,083,036",5397167.0
524,6호선,보문역,서울특별시,성북구,보문동,보문로,43.35,화장품,"9,317,598",5397167.0
525,8호선,복정역,서울특별시,송파구,장지동,송파대로,50.0,편의점,"8,911,248",7741442.0
526,2호선,봉천역,서울툭별시,관악구,봉천동,남부순환로,17.61,의류잡화,"1,814,122",16859449.0
527,2호선,봉천역,서울툭별시,관악구,봉천동,남부순환로,27.81,카페,"5,330,218",16859449.0
528,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,87.0,소매업,"979,716",6891397.0
529,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,87.0,소매업,"979,716",6891397.0
530,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,33.0,의류잡화,"2,045,595",6891397.0
531,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,33.0,의류잡화,"2,045,595",6891397.0
532,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,34.0,식품제과,"2,107,582",6891397.0
533,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,27.0,화장품,"2,255,664",6891397.0
534,6호선,봉화산역,서울특별시,중랑구,신내동,신내로,47.0,편의점,"6,932,114",6891397.0
535,7호선,부천시청역,경기도,부천시,원미구,원미구,21.24,의류잡화,"1,426,000",9313472.0
536,7호선,부천시청역,경기도,부천시,원미구,원미구,24.48,화장품,"2,121,100",9313472.0
