,호선,역명,지역(시),지역(구),지역(동),지역(로),면적(㎡),카테고리,임대료,승객 수
537,7호선,부천시청역,경기도,부천시,원미구,원미구,25.56,식품제과,"4,470,000",9313472.0
538,7호선,부천시청역,경기도,부천시,원미구,원미구,41.0,편의점,"15,590,167",9313472.0
539,7호선,부천종합운동장역,경기도,부천시,원미구,원미구,58.0,편의점,"9,028,975",3549971.0
540,7호선,부평구청역,인천광역시,부평구,갈산동,길주로,46.0,편의점,"9,273,967",7782766.0
541,6호선,불광역,서울특별시,은평구,대조동,통일로,34.0,소매업,"600,661",18777922.0
542,3호선,불광역,서울특별시,은평구,대조동,통일로,13.03,사무실,"605,800",18777922.0
543,3호선,불광역,서울특별시,은평구,대조동,통일로,12.99,의류잡화,"684,100",18777922.0
544,3호선,불광역,서울특별시,은평구,대조동,통일로,13.02,의류잡화,"1,101,000",18777922.0
545,6호선,불광역,서울특별시,은평구,대조동,통일로,43.0,사무실,"1,243,887",18777922.0
546,6호선,불광역,서울특별시,은평구,대조동,통일로,30.0,편의점,"1,370,645",18777922.0
547,3호선,불광역,서울특별시,은평구,대조동,통일로,23.0,편의점,"1,470,300",18777922.0
548,3호선,불광역,서울특별시,은평구,대조동,통일로,39.05,식품제과,"1,545,800",18777922.0
549,6호선,불광역,서울특별시,은평구,대조동,통일로,46.0,카페,"1,824,918",18777922.0
550,6호선,불광역,서울특별시,은평구,대조동,통일로,47.0,소매업,"1,864,590",18777922.0
551,3호선,불광역,서울특별시,은평구,대조동,통일로,35.0,의류잡화,"3,247,300",18777922.0
552,3호선,불광역,서울특별시,은평구,대조동,통일로,18.81,화장품,"6,929,948",18777922.0
553,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,30.0,식품제과,"4,084,990",11627376.0
554,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,46.0,의류잡화,"5,431,983",11627376.0
555,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,58.0,화장품,"6,849,023",11627376.0
556,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,32.21,편의점,"8,459,000",11627376.0
557,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,63.0,식당,"8,578,480",11627376.0
558,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,112.0,소매업,"13,225,699",11627376.0
559,7호선,사가정역,서울특별시,중랑구,면목동,사가정로,26.03,의류잡화,"15,254,726",11627376.0
560,2호선,사당역,서울특별시,동작구,사당동,남부순환로,11.45,의류잡화,"922,680",53081616.0
561,4호선,사당역,서울특별시,동작구,사당동,남부순환로,10.0,의류잡화,"1,260,350",53081616.0
562,4호선,사당역,서울특별시,동작구,사당동,남부순환로,12.75,편의점,"1,606,946",53081616.0
563,4호선,사당역,서울특별시,동작구,사당동,남부순환로,12.75,의류잡화,"1,606,946",53081616.0
564,4호선,사당역,서울특별시,동작구,사당동,남부순환로,13.5,소매업,"1,701,472",53081616.0
565,4호선,사당역,서울특별시,동작구,사당동,남부순환로,15.0,의류잡화,"1,890,525",53081616.0
566,4호선,사당역,서울특별시,동작구,사당동,남부순환로,15.0,화장품,"1,890,525",53081616.0
567,4호선,사당역,서울특별시,동작구,사당동,남부순환로,20.0,식품제과,"2,520,699",53081616.0
568,4호선,사당역,서울특별시,동작구,사당동,남부순환로,15.5,소매업,"2,685,100",53081616.0
569,4호선,사당역,서울특별시,동작구,사당동,남부순환로,31.0,의류잡화,"2,877,573",53081616.0
570,4호선,사당역,서울특별시,동작구,사당동,남부순환로,23.1,의류잡화,"2,911,408",53081616.0
571,4호선,사당역,서울특별시,동작구,사당동,남부순환로,15.5,의류잡화,"3,567,700",53081616.0
572,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,카페,"3,640,207",53081616.0
573,4호선,사당역,서울특별시,동작구,사당동,남부순환로,22.0,의류잡화,"3,710,000",53081616.0
574,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,의류잡화,"3,716,600",53081616.0
575,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.2,의류잡화,"4,288,400",53081616.0
576,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,화장품,"4,466,000",53081616.0
577,2호선,사당역,서울특별시,동작구,사당동,남부순환로,15.3,식품제과,"4,500,000",53081616.0
578,4호선,사당역,서울특별시,동작구,사당동,남부순환로,25.8,의류잡화,"4,500,000",53081616.0
579,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,의류잡화,"4,510,000",53081616.0
580,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,의류잡화,"4,533,800",53081616.0
581,4호선,사당역,서울특별시,동작구,사당동,남부순환로,30.7,의류잡화,"4,570,159",53081616.0
582,4호선,사당역,서울특별시,동작구,사당동,남부순환로,33.8,소매업,"5,673,300",53081616.0
583,2호선,사당역,서울특별시,동작구,사당동,남부순환로,22.0,의류잡화,"6,020,000",53081616.0
584,2호선,사당역,서울특별시,동작구,사당동,남부순환로,20.2,의류잡화,"6,091,880",53081616.0
585,4호선,사당역,서울특별시,동작구,사당동,남부순환로,31.0,식품제과,"6,217,300",53081616.0
586,4호선,사당역,서울특별시,동작구,사당동,남부순환로,29.4,소매업,"6,938,962",53081616.0
587,2호선,사당역,서울특별시,동작구,사당동,남부순환로,14.96,식품제과,"8,025,200",53081616.0
588,4호선,사당역,서울특별시,동작구,사당동,남부순환로,60.0,소매업,"8,033,100",53081616.0
589,2호선,사당역,서울특별시,동작구,사당동,남부순환로,12.84,식당,"8,196,400",53081616.0
590,4호선,사당역,서울특별시,동작구,사당동,남부순환로,24.8,카페,"8,399,436",53081616.0
591,4호선,사당역,서울특별시,동작구,사당동,남부순환로,92.1,의류잡화,"9,300,000",53081616.0
592,4호선,사당역,서울특별시,동작구,사당동,남부순환로,93.0,의류잡화,"9,501,000",53081616.0
593,4호선,사당역,서울특별시,동작구,사당동,남부순환로,62.0,화장품,"10,256,200",53081616.0
594,2호선,사당역,서울특별시,동작구,사당동,남부순환로,20.5,편의점,"11,830,200",53081616.0
595,2호선,사당역,서울특별시,동작구,사당동,남부순환로,26.4,화장품,"12,034,000",53081616.0
596,4호선,사당역,서울특별시,동작구,사당동,남부순환로,62.6,의류잡화,"12,800,200",53081616.0
597,2호선,사당역,서울특별시,동작구,사당동,남부순환로,65.5,의류잡화,"17,123,210",53081616.0
598,2호선,사당역,서울특별시,동작구,사당동,남부순환로,23.0,카페,"20,161,146",53081616.0
599,4호선,사당역,서울특별시,동작구,사당동,남부순환로,88.0,의류잡화,"22,032,375",53081616.0
600,2호선,사당역,서울특별시,동작구,사당동,남부순환로,57.72,화장품,"33,952,646",53081616.0
601,4호선,사당역,서울특별시,동작구,사당동,남부순환로,861.0,의류잡화,"68,407,100",53081616.0
602,4호선,사당역,서울특별시,동작구,사당동,남부순환로,408.0,의류잡화,"81,712,900",53081616.0
603,8호선,산성역,경기도,성남시,수정구,수정구,30.0,편의점,"6,116,450",4176932.0
604,6호선,삼각지역,서울특별시,용산구,한강로1가,한강대로,30.0,소매업,"1,531,097",8748623.0
605,6호선,삼각지역,서울특별시,용산구,한강로2가,한강대로,258.2,사무실,"1,731,200",8748623.0
606,6호선,삼각지역,서울특별시,용산구,한강로3가,한강대로,26.0,소매업,"1,799,366",8748623.0
607,6호선,삼각지역,서울특별시,용산구,한강로4가,한강대로,38.0,소매업,"1,939,389",8748623.0
608,6호선,삼각지역,서울특별시,용산구,한강로5가,한강대로,40.0,화장품,"2,380,328",8748623.0
609,6호선,삼각지역,서울특별시,용산구,한강로6가,한강대로,46.0,식품제과,"2,737,377",8748623.0
610,6호선,삼각지역,서울특별시,용산구,한강로7가,한강대로,125.0,소매업,"3,577,208",8748623.0
611,6호선,삼각지역,서울특별시,용산구,한강로8가,한강대로,31.8,편의점,"6,767,033",8748623.0
612,7호선,삼산체육관역,인천광역시,부평구,삼산동,길주로,37.0,편의점,"7,648,343",3762415.0
613,2호선,삼성역,서울특별시,강남구,삼성동,테헤란로,37.83,화장품,"13,684,355",43642302.0
614,4호선,상계역,서울특별시,노원구,상계동,상계로,26.2,식품제과,"1,450,100",14727131.0
615,4호선,상계역,서울특별시,노원구,상계동,상계로,21.5,의류잡화,"2,050,000",14727131.0
616,4호선,상계역,서울특별시,노원구,상계동,상계로,21.5,의류잡화,"2,359,300",14727131.0
617,4호선,상계역,서울특별시,노원구,상계동,상계로,32.16,카페,"5,678,722",14727131.0
618,4호선,상계역,서울특별시,노원구,상계동,상계로,100.0,소매업,"7,410,300",14727131.0
619,7호선,상도역,서울특별시,동작구,상도1동,상도로,26.0,의류잡화,"2,678,076",8219380.0
620,7호선,상도역,서울특별시,동작구,상도2동,상도로,34.0,화장품,"3,228,114",8219380.0
621,7호선,상도역,서울특별시,동작구,상도3동,상도로,25.2,식품제과,"3,517,000",8219380.0
622,7호선,상도역,서울특별시,동작구,상도4동,상도로,50.0,의류잡화,"4,747,226",8219380.0
623,7호선,상도역,서울특별시,동작구,상도5동,상도로,112.57,편의점,"18,103,470",8219380.0
624,7호선,상동역,경기도,부천시,원미구,원미구,42.02,식품제과,"8,053,000",10875617.0
625,7호선,상동역,경기도,부천시,원미구,원미구,35.0,편의점,"14,559,160",10875617.0
626,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,52.0,의류잡화,"3,169,638",12529012.0
627,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,53.0,의류잡화,"3,230,593",12529012.0
628,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,78.0,화장품,"4,754,458",12529012.0
629,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,74.0,소매업,"6,054,960",12529012.0
630,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,43.09,화장품,"9,654,037",12529012.0
631,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,60.0,의류잡화,"10,544,110",12529012.0
632,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,144.0,소매업,"12,095,043",12529012.0
633,7호선,상봉역,서울특별시,중랑구,상봉동,망우로,45.48,편의점,"12,126,840",12529012.0
634,6호선,상수역,서울특별시,마포구,상수동,독막로,29.0,소매업,"2,725,594",8539503.0
635,6호선,상수역,서울특별시,마포구,상수동,독막로,33.0,의류잡화,"3,478,200",8539503.0
636,6호선,상수역,서울특별시,마포구,상수동,독막로,33.0,식품제과,"3,478,200",8539503.0
637,6호선,상수역,서울특별시,마포구,상수동,독막로,38.0,화장품,"3,571,468",8539503.0
638,6호선,상수역,서울특별시,마포구,상수동,독막로,41.0,의류잡화,"3,853,426",8539503.0
639,6호선,상수역,서울특별시,마포구,상수동,독막로,38.0,화장품,"3,957,296",8539503.0
640,6호선,상수역,서울특별시,마포구,상수동,독막로,35.0,편의점,"10,415,664",8539503.0
641,2호선,상왕십리역,서울특별시,성동구,하왕십리동,왕십리로,30.0,식품제과,"1,361,800",10091976.0
642,2호선,상왕십리역,서울특별시,성동구,하왕십리동,왕십리로,37.0,편의점,"6,161,600",10091976.0
643,2호선,상왕십리역,서울특별시,성동구,하왕십리동,왕십리로,30.6,화장품,"6,190,489",10091976.0
644,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,62.0,소매업,"1,197,809",4557561.0
645,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,39.0,소매업,"1,490,805",4557561.0
646,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,40.0,소매업,"1,529,030",4557561.0
647,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,47.0,카페,"1,548,970",4557561.0
648,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,48.0,카페,"1,581,926",4557561.0
649,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,160.0,소매업,"3,091,121",4557561.0
650,6호선,상월곡역,서울특별시,성북구,상월곡동,화랑로,38.4,편의점,"4,299,077",4557561.0
651,5호선,상일동역,서울특별시,강동구,상일동,고덕로,31.46,편의점,"5,759,577",8453862.0
652,5호선,상일동역,서울특별시,강동구,상일동,고덕로,17.92,의류잡화,"21,600,000",8453862.0
653,6호선,새절역,서울특별시,은평구,신사동,증산로,26.0,화장품,"1,907,408",9819776.0
654,6호선,새절역,서울특별시,은평구,신사동,증산로,39.0,소매업,"2,861,111",9819776.0
655,6호선,새절역,서울특별시,은평구,신사동,증산로,48.0,식품제과,"3,521,368",9819776.0
656,6호선,새절역,서울특별시,은평구,신사동,증산로,30.14,의류잡화,"3,865,545",9819776.0
657,6호선,새절역,서울특별시,은평구,신사동,증산로,43.6,식품제과,"4,846,428",9819776.0
658,6호선,새절역,서울특별시,은평구,신사동,증산로,100.0,소매업,"7,336,183",9819776.0
659,6호선,새절역,서울특별시,은평구,신사동,증산로,25.0,편의점,"8,914,678",9819776.0
660,5호선,서대문역,서울특별시,종로구,평동,통일로,8.25,소매업,"500,000",12634977.0
661,5호선,서대문역,서울특별시,종로구,평동,통일로,9.06,의류잡화,"550,000",12634977.0
662,5호선,서대문역,서울특별시,종로구,평동,통일로,9.05,식품제과,"600,000",12634977.0
663,5호선,서대문역,서울특별시,종로구,평동,통일로,10.5,의류잡화,"610,000",12634977.0
664,5호선,서대문역,서울특별시,종로구,평동,통일로,10.5,식당,"2,500,000",12634977.0
665,5호선,서대문역,서울특별시,종로구,평동,통일로,11.88,식품제과,"2,710,000",12634977.0
666,5호선,서대문역,서울특별시,종로구,평동,통일로,42.95,의류잡화,"5,021,000",12634977.0
667,5호선,서대문역,서울특별시,종로구,평동,통일로,30.32,편의점,"5,124,183",12634977.0
668,2호선,서울대입구역,서울특별시,관악구,봉천동,남부순환로,14.0,카페,"8,262,765",38444666.0
669,2호선,서울대입구역,서울특별시,관악구,봉천동,남부순환로,29.26,카페,"9,284,039",38444666.0
670,2호선,서울대입구역,서울특별시,관악구,봉천동,남부순환로,26.64,의류잡화,"12,222,200",38444666.0
671,4호선,서울역,서울특별시,중구,봉래동2가,세종대로,14.5,소매업,"595,600",75123.0
672,4호선,서울역,서울특별시,중구,봉래동3가,세종대로,17.5,소매업,"666,700",75123.0
673,4호선,서울역,서울특별시,중구,봉래동4가,세종대로,32.3,의류잡화,"2,870,100",75123.0
674,1호선,서울역,서울특별시,중구,봉래동5가,세종대로,12.0,카페,"5,178,550",75123.0
675,4호선,서울역,서울특별시,중구,봉래동6가,세종대로,31.77,의류잡화,"9,000,000",75123.0
676,1호선,서울역,서울특별시,중구,봉래동7가,세종대로,41.3,화장품,"17,414,416",75123.0
677,2호선,서초역,서울특별시,서초구,서초동,서초대로,17.8,의류잡화,"1,800,900",16619311.0
678,2호선,서초역,서울특별시,서초구,서초동,서초대로,21.82,의류잡화,"2,248,172",16619311.0
679,2호선,서초역,서울특별시,서초구,서초동,서초대로,16.0,의류잡화,"2,673,831",16619311.0
680,2호선,서초역,서울특별시,서초구,서초동,서초대로,20.6,카페,"3,172,280",16619311.0
681,2호선,서초역,서울특별시,서초구,서초동,서초대로,32.02,의류잡화,"5,225,000",16619311.0
682,2호선,서초역,서울특별시,서초구,서초동,서초대로,32.02,편의점,"11,337,700",16619311.0
683,6호선,석계역,서울특별시,노원구,월계동,화랑로,17.0,소매업,"547,971",9799670.0
684,6호선,석계역,서울특별시,노원구,월계동,화랑로,17.0,소매업,"547,971",9799670.0
685,6호선,석계역,서울특별시,노원구,월계동,화랑로,17.0,소매업,"547,971",9799670.0
686,6호선,석계역,서울특별시,노원구,월계동,화랑로,29.0,카페,"934,775",9799670.0
687,6호선,석계역,서울특별시,노원구,월계동,화랑로,33.0,소매업,"1,063,709",9799670.0
688,6호선,석계역,서울특별시,노원구,월계동,화랑로,30.0,소매업,"1,611,573",9799670.0
689,6호선,석계역,서울특별시,노원구,월계동,화랑로,63.0,소매업,"2,276,340",9799670.0
690,6호선,석계역,서울특별시,노원구,월계동,화랑로,64.0,소매업,"2,312,473",9799670.0
691,6호선,석계역,서울특별시,노원구,월계동,화랑로,72.0,식품제과,"2,439,836",9799670.0
692,6호선,석계역,서울특별시,노원구,월계동,화랑로,33.0,화장품,"2,591,581",9799670.0
693,6호선,석계역,서울특별시,노원구,월계동,화랑로,33.0,의류잡화,"2,591,581",9799670.0
694,6호선,석계역,서울특별시,노원구,월계동,화랑로,41.0,카페,"3,045,560",9799670.0
695,6호선,석계역,서울특별시,노원구,월계동,화랑로,41.0,카페,"3,045,560",9799670.0
696,6호선,석계역,서울특별시,노원구,월계동,화랑로,66.0,소매업,"3,545,460",9799670.0
697,6호선,석계역,서울특별시,노원구,월계동,화랑로,49.0,의류잡화,"3,848,104",9799670.0
698,6호선,석계역,서울특별시,노원구,월계동,화랑로,25.7,식품제과,"4,900,302",9799670.0
699,6호선,석계역,서울특별시,노원구,월계동,화랑로,110.0,소매업,"8,171,014",9799670.0
700,6호선,석계역,서울특별시,노원구,월계동,화랑로,58.0,편의점,"16,162,081",9799670.0
701,8호선,석촌역,서울특별시,송파구,석촌동,송파대로,30.0,소매업,"2,500,000",6790870.0
702,8호선,석촌역,서울특별시,송파구,석촌동,송파대로,38.0,편의점,"9,780,832",6790870.0
703,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,18.48,소매업,"3,558,605",36949618.0
704,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,19.0,소매업,"3,658,738",36949618.0
705,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,20.0,소매업,"3,851,304",36949618.0
706,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,20.0,소매업,"3,851,304",36949618.0
707,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,16.0,의류잡화,"4,567,000",36949618.0
708,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,24.1,소매업,"4,640,821",36949618.0
709,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,34.46,소매업,"6,635,797",36949618.0
710,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,19.48,의류잡화,"6,733,300",36949618.0
711,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,16.0,카페,"6,766,430",36949618.0
712,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,20.21,의류잡화,"8,286,429",36949618.0
713,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,13.0,카페,"8,923,786",36949618.0
714,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,18.3,소매업,"9,770,951",36949618.0
715,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,24.34,화장품,"10,550,000",36949618.0
716,2호선,선릉역,서울특별시,강남구,삼성동,테헤란로,38.03,화장품,"23,355,245",36949618.0
717,2호선,성수역,서울특별시,성동구,성수동2가,아차산로,32.76,식품제과,"550,000",20542580.0
718,2호선,성수역,서울특별시,성동구,성수동3가,아차산로,16.28,식품제과,"1,712,000",20542580.0
719,2호선,성수역,서울특별시,성동구,성수동4가,아차산로,21.3,의류잡화,"2,814,300",20542580.0
720,2호선,성수역,서울특별시,성동구,성수동5가,아차산로,22.8,식당,"4,800,000",20542580.0
721,2호선,성수역,서울특별시,성동구,성수동6가,아차산로,28.4,화장품,"8,183,257",20542580.0
722,4호선,성신여대입구역,서울특별시,성북구,동선동4가,동소문로,16.5,의류잡화,"1,160,379",17714873.0
723,4호선,성신여대입구역,서울특별시,성북구,동선동5가,동소문로,21.09,식품제과,"1,216,760",17714873.0
724,4호선,성신여대입구역,서울특별시,성북구,동선동6가,동소문로,19.7,식품제과,"1,609,300",17714873.0
725,4호선,성신여대입구역,서울특별시,성북구,동선동7가,동소문로,16.0,카페,"2,774,250",17714873.0
726,4호선,성신여대입구역,서울특별시,성북구,동선동8가,동소문로,30.8,카페,"4,458,833",17714873.0
727,4호선,성신여대입구역,서울특별시,성북구,동선동9가,동소문로,32.47,의류잡화,"4,630,000",17714873.0
728,5호선,송정역,서울특별시,강서구,공항동,공항대로,16.2,의류잡화,"1,051,000",6695082.0
729,5호선,송정역,서울특별시,강서구,공항동,공항대로,70.51,의류잡화,"2,300,000",6695082.0
730,5호선,송정역,서울특별시,강서구,공항동,공항대로,21.87,식품제과,"2,563,730",6695082.0
731,5호선,송정역,서울특별시,강서구,공항동,공항대로,42.37,편의점,"6,689,936",6695082.0
732,8호선,송파역,서울특별시,송파구,가락동,송파대로,27.15,식품제과,"1,712,000",3975113.0
733,8호선,송파역,서울특별시,송파구,가락동,송파대로,32.2,편의점,"5,517,976",3975113.0
734,7호선,수락산역,서울특별시,노원구,상계동,동일로,28.0,의류잡화,"1,102,142",10048777.0
735,7호선,수락산역,서울특별시,노원구,상계동,동일로,30.0,의류잡화,"1,180,866",10048777.0
736,7호선,수락산역,서울특별시,노원구,상계동,동일로,43.0,화장품,"1,572,628",10048777.0
737,7호선,수락산역,서울특별시,노원구,상계동,동일로,44.0,화장품,"1,609,201",10048777.0
738,7호선,수락산역,서울특별시,노원구,상계동,동일로,44.0,식품제과,"1,609,201",10048777.0
739,7호선,수락산역,서울특별시,노원구,상계동,동일로,40.08,화장품,"2,100,000",10048777.0
740,7호선,수락산역,서울특별시,노원구,상계동,동일로,100.0,소매업,"3,460,981",10048777.0
741,7호선,수락산역,서울특별시,노원구,상계동,동일로,37.88,편의점,"7,021,080",10048777.0
742,3호선,수서역,서울특별시,강남구,수서동,광평로,20.1,의류잡화,"722,870",13361783.0
743,3호선,수서역,서울특별시,강남구,수서동,광평로,20.1,편의점,"1,194,300",13361783.0
744,3호선,수서역,서울특별시,강남구,수서동,광평로,21.0,화장품,"1,720,000",13361783.0
745,3호선,수서역,서울특별시,강남구,수서동,광평로,38.9,카페,"1,849,771",13361783.0
746,3호선,수서역,서울특별시,강남구,수서동,광평로,21.0,의료,"2,640,000",13361783.0
747,3호선,수서역,서울특별시,강남구,수서동,광평로,28.28,소매업,"3,019,900",13361783.0
748,3호선,수서역,서울특별시,강남구,수서동,광평로,24.0,식품제과,"3,523,300",13361783.0
749,3호선,수서역,서울특별시,강남구,수서동,광평로,24.0,의류잡화,"7,302,800",13361783.0
750,3호선,수서역,서울특별시,강남구,수서동,광평로,27.54,화장품,"10,150,000",13361783.0
751,4호선,수유역,서울특별시,강북구,수유동,도봉로,18.43,의류잡화,"1,093,920",28142382.0
752,4호선,수유역,서울특별시,강북구,수유동,도봉로,18.67,의류잡화,"1,280,850",28142382.0
753,4호선,수유역,서울특별시,강북구,수유동,도봉로,13.4,의류잡화,"1,772,817",28142382.0
754,4호선,수유역,서울특별시,강북구,수유동,도봉로,12.0,의류잡화,"5,581,048",28142382.0
755,4호선,수유역,서울특별시,강북구,수유동,도봉로,23.0,편의점,"10,108,400",28142382.0
756,4호선,수유역,서울특별시,강북구,수유동,도봉로,22.42,식품제과,"12,021,600",28142382.0
757,8호선,수진역,경기도,성남시,수정구,수정구,40.0,편의점,"5,575,875",3896951.0
758,4호선,숙대입구역,서울특별시,용산구,갈월동,한강대로,9.8,식품제과,"1,672,600",12022764.0
759,4호선,숙대입구역,서울특별시,용산구,갈월동,한강대로,24.7,화장품,"3,500,000",12022764.0
760,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,116.0,사무실,"1,127,100",11242252.0
761,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,42.0,소매업,"1,300,000",11242252.0
762,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,28.0,의류잡화,"2,473,310",11242252.0
763,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,30.0,화장품,"2,649,975",11242252.0
764,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,22.02,식품제과,"2,762,795",11242252.0
765,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,35.7,의류잡화,"3,000,000",11242252.0
766,7호선,숭실대입구역,서울특별시,동작구,상도동,상도로,39.29,편의점,"9,413,140",11242252.0
767,2호선,시청역,서울특별시,중구,정동,세종대로,11.9,의류잡화,"530,500",35557058.0
768,2호선,시청역,서울특별시,중구,정동,세종대로,11.9,소매업,"684,800",35557058.0
769,2호선,시청역,서울특별시,중구,정동,세종대로,17.2,의류잡화,"850,000",35557058.0
770,2호선,시청역,서울특별시,중구,정동,세종대로,14.6,의류잡화,"1,563,100",35557058.0
771,2호선,시청역,서울특별시,중구,정동,세종대로,15.7,의류잡화,"1,780,900",35557058.0
772,2호선,시청역,서울특별시,중구,정동,세종대로,14.6,의류잡화,"1,929,700",35557058.0
773,2호선,시청역,서울특별시,중구,정동,세종대로,29.2,의류잡화,"3,110,000",35557058.0
774,1호선,시청역,서울특별시,중구,정동,세종대로,25.0,카페,"6,164,224",35557058.0
775,5호선,신금호역,서울특별시,성동구,금호동2가,금호로,23.5,의류잡화,"1,700,000",4650208.0
776,5호선,신금호역,서울특별시,성동구,금호동3가,금호로,39.14,편의점,"5,585,481",4650208.0
777,5호선,신길역,서울특별시,영등포구,영등포동1가,경인로,10.0,의류잡화,"7,800,000",2605613.0
778,5호선,신길역,서울특별시,영등포구,영등포동2가,경인로,20.0,식품제과,"12,500,000",2605613.0
779,2호선,신당역,서울특별시,중구,신당동,퇴계로,11.0,소매업,"850,000",17843483.0
780,6호선,신당역,서울특별시,중구,신당동,퇴계로,26.0,식품제과,"993,870",17843483.0
781,6호선,신당역,서울특별시,중구,신당동,퇴계로,30.0,화장품,"1,953,415",17843483.0
782,6호선,신당역,서울특별시,중구,신당동,퇴계로,33.0,식당,"2,148,757",17843483.0
783,6호선,신당역,서울특별시,중구,신당동,퇴계로,40.0,식당,"2,604,554",17843483.0
784,6호선,신당역,서울특별시,중구,신당동,퇴계로,30.0,의류잡화,"3,780,000",17843483.0
785,6호선,신당역,서울특별시,중구,신당동,퇴계로,34.1,식품제과,"3,922,883",17843483.0
786,6호선,신당역,서울특별시,중구,신당동,퇴계로,40.0,편의점,"7,397,913",17843483.0
787,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,27.0,화장품,"1,960,981",11889540.0
788,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,43.0,사무실,"3,123,044",11889540.0
789,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,43.0,사무실,"3,123,044",11889540.0
790,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,42.0,화장품,"3,497,347",11889540.0
791,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,42.0,식품제과,"3,497,347",11889540.0
792,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,42.0,식품제과,"3,497,347",11889540.0
793,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,49.0,사무실,"3,558,818",11889540.0
794,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,61.0,식품제과,"4,575,313",11889540.0
795,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,55.0,의류잡화,"5,040,118",11889540.0
796,7호선,신대방삼거리역,서울특별시,동작구,대방동,상도로,51.49,편의점,"11,169,180",11889540.0
797,2호선,신대방역,서울특별시,동작구,신대방동,대림로,24.9,의류잡화,"4,833,300",20611270.0
798,2호선,신대방역,서울특별시,동작구,신대방동,대림로,240.3,의류잡화,"25,547,700",20611270.0
799,2호선,신도림역,서울특별시,동작구,신대방동,대림로,27.4,의류잡화,"4,231,383",43585349.0
800,2호선,신도림역,서울특별시,동작구,신대방동,대림로,22.5,식품제과,"4,641,400",43585349.0
801,2호선,신도림역,서울특별시,동작구,신대방동,대림로,22.5,의류잡화,"5,652,200",43585349.0
802,2호선,신도림역,서울특별시,동작구,신대방동,대림로,44.6,식품제과,"7,512,000",43585349.0
803,2호선,신도림역,서울특별시,동작구,신대방동,대림로,12.0,카페,"7,891,508",43585349.0
804,2호선,신도림역,서울특별시,동작구,신대방동,대림로,25.0,편의점,"13,213,100",43585349.0
805,2호선,신도림역,서울특별시,동작구,신대방동,대림로,24.13,화장품,"13,500,000",43585349.0
806,2호선,신도림역,서울특별시,동작구,신대방동,대림로,85.5,의류잡화,"33,300,000",43585349.0
