역명,지역(구),지역(동),지가,면적(㎡),카테고리,임대료,승객 수
디지털미디어시티역,은평구,수색동,2360701.811,81,화장품,8869952,14916416
새절역,은평구,신사동,2263646.268,39,소매업,2861111,10875617
새절역,은평구,신사동,2263646.268,100,소매업,7336183,12529012
새절역,은평구,신사동,2263646.268,48,식품제과,3521368,10875617
새절역,은평구,신사동,2263646.268,43.6,식품제과,4846428,12529012
새절역,은평구,신사동,2263646.268,30.14,의류잡화,3865545,12529012
새절역,은평구,신사동,2263646.268,25,편의점,8914678,12529012
새절역,은평구,신사동,2263646.268,26,화장품,1907408,8219380
응암역,은평구,역촌동,2645725.401,34.64,식품제과,5701434,23263824
응암역,은평구,역촌동,2645725.401,15,의류잡화,2541824,23263824
응암역,은평구,역촌동,2645725.401,30,의류잡화,5083648,23263824
응암역,은평구,역촌동,2645725.401,38.8,편의점,16641024,23263824
응암역,은평구,역촌동,2645725.401,31,화장품,5253103,23263824
응암역,은평구,역촌동,2645725.401,50,화장품,8472747,23263824
증산역,은평구,증산동,2463259.781,48,식품제과,4263015,18838940
증산역,은평구,증산동,2463259.781,31,의류잡화,4195535,18838940
증산역,은평구,증산동,2463259.781,28,편의점,7956050,12196007
증산역,은평구,증산동,2463259.781,29,화장품,2575571,18838940
증산역,은평구,증산동,2463259.781,37,화장품,3286074,18838940
광화문역,종로구,도염동,14692868.85,849,사무실,6976750,19314567
광화문역,종로구,도염동,14692868.85,104.1,서점,10982800,19314567
광화문역,종로구,도염동,1577171.921,10,의류잡화,1236200,19314567
광화문역,종로구,도염동,14692868.85,6.3,의류잡화,1600000,19314567
광화문역,종로구,도염동,14692868.85,56,편의점,25342583,19314567
혜화역,종로구,명륜4가,6180326.613,17.46,의류잡화,9500000,6502064
혜화역,종로구,명륜4가,6180326.613,20,카페,8756376,6502064
동묘앞역,종로구,숭인동,3363101.502,45,소매업,1287795,33029923
동묘앞역,종로구,숭인동,3363101.502,26,소매업,1773057,33029923
동묘앞역,종로구,숭인동,3363101.502,33,소매업,2250418,33029923
동묘앞역,종로구,숭인동,3363101.502,33,소매업,2250418,33029923
동묘앞역,종로구,숭인동,3363101.502,43,소매업,2932363,33029923
동묘앞역,종로구,숭인동,3363101.502,50,소매업,3409725,33029923
동묘앞역,종로구,숭인동,3363101.502,17.7,식품제과,6933900,33029923
동묘앞역,종로구,숭인동,3363101.502,48,편의점,6967649,33029923
동묘앞역,종로구,숭인동,3363101.502,30,화장품,2045835,33029923
안국역,종로구,안국동,5720937.037,19.09,소매업,611000,35918861
안국역,종로구,안국동,5720937.037,20.5,소매업,631200,35918861
안국역,종로구,안국동,5720937.037,20.5,소매업,653800,8490345
안국역,종로구,안국동,5720937.037,19.5,소매업,742300,8490345
안국역,종로구,안국동,5720937.037,28.8,소매업,795400,8490345
안국역,종로구,안국동,5720937.037,27.1,소매업,810500,8490345
안국역,종로구,안국동,5720937.037,20.5,소매업,827400,8490345
안국역,종로구,안국동,5720937.037,28.8,소매업,930000,8490345
안국역,종로구,안국동,5720937.037,18.8,의류잡화,4222200,3565857
안국역,종로구,안국동,5720937.037,18.8,편의점,1301600,8490345
안국역,종로구,안국동,5720937.037,27.57,편의점,1480000,8490345
경복궁역,종로구,적선동,9317948.276,25.5,카페,3713383,18712629
종각역,종로구,종로1가,23658647.67,19.14,식품제과,5054101,75844902
종각역,종로구,종로1가,23658647.67,29.4,식품제과,7763353,75844902
종각역,종로구,종로1가,23658647.67,16.15,의류잡화,4264563,75844902
종각역,종로구,종로1가,23658647.67,18.64,의류잡화,4529968,75844902
종각역,종로구,종로1가,23658647.67,21.82,의류잡화,5761781,75844902
종각역,종로구,종로1가,23658647.67,23.14,의류잡화,6110340,75844902
종각역,종로구,종로1가,23658647.67,11,카페,5482596,75844902
종각역,종로구,종로1가,23658647.67,12,카페,6454632,75844902
종각역,종로구,종로1가,23658647.67,29.62,편의점,7821446,75844902
종각역,종로구,종로1가,23658647.67,29.3,편의점,6549400,75844902
종각역,종로구,종로1가,23658647.67,36.85,화장품,20734494,75844902
종로3가역,종로구,종로3가,23658647.67,16.57,소매업,1893760,75844902
종로3가역,종로구,종로3가,23658647.67,26,소매업,4350000,8043876
종로3가역,종로구,종로3가,23658647.67,20,소매업,4519000,8043876
종로3가역,종로구,종로3가,23658647.67,20,식당,7257000,13200408
종로3가역,종로구,종로3가,23658647.67,17.6,식품제과,4600000,8043876
종로3가역,종로구,종로3가,23658647.67,19.5,식품제과,8499900,13200408
종로3가역,종로구,종로3가,23658647.67,15.4,의류잡화,4005344,8043876
종로3가역,종로구,종로3가,23658647.67,11.88,의류잡화,7204294,8043876
종로3가역,종로구,종로3가,23658647.67,47,의류잡화,20300000,13547292
종로3가역,종로구,종로3가,23658647.67,21.4,카페,1360000,75844902
종로3가역,종로구,종로3가,23658647.67,11,카페,2896828,8043876
종로3가역,종로구,종로3가,23658647.67,23.4,편의점,2260000,75844902
종로3가역,종로구,종로3가,23658647.67,29.48,편의점,8575050,13547292
종로3가역,종로구,종로3가,23658647.67,21,화장품,5510000,8043876
종로3가역,종로구,종로3가,23658647.67,63.95,화장품,11673679,13547292
종로5가역,종로구,종로5가,23658647.67,16.16,식품제과,5000000,13547292
종로5가역,종로구,종로5가,23658647.67,14.11,의류잡화,1504866,13547292
종로5가역,종로구,종로5가,23658647.67,25.13,의류잡화,5510000,13547292
종로5가역,종로구,종로5가,23658647.67,13,의류잡화,5678900,15116310
종로5가역,종로구,종로5가,23658647.67,44.1,화장품,14923307,15116310
창신역,종로구,창신동,3498277.047,34,소매업,969488,12196007
창신역,종로구,창신동,3498277.047,34,소매업,969488,11120870
창신역,종로구,창신동,3498277.047,34,소매업,969488,11120870
창신역,종로구,창신동,3498277.047,34,소매업,969488,11120870
동대문역,종로구,창신동,3498277.047,20.1,식품제과,2098500,7633194
동대문역,종로구,창신동,3498277.047,20.36,식품제과,2125645,7633194
동대문역,종로구,창신동,3498277.047,19.84,의류잡화,1380000,6634131
동대문역,종로구,창신동,3498277.047,17.5,의류잡화,1431300,4420475
동대문역,종로구,창신동,3498277.047,19.8,의류잡화,2067179,4420475
동대문역,종로구,창신동,3498277.047,20,의류잡화,2088060,4420475
동대문역,종로구,창신동,3498277.047,19.86,의류잡화,2356580,7633194
동대문역,종로구,창신동,3498277.047,24.6,의류잡화,2568313,7633194
동대문역,종로구,창신동,3498277.047,11,의류잡화,3993000,2222264
동대문역,종로구,창신동,3498277.047,40.7,의류잡화,4249202,2222264
동대문역,종로구,창신동,3498277.047,40.76,의류잡화,4255466,2222264
동대문역,종로구,창신동,3498277.047,24.47,의류잡화,9547970,6287409
동대문역,종로구,창신동,3498277.047,12.5,의류잡화,10020000,6287409
동대문역,종로구,창신동,3498277.047,28,카페,3054428,2222264
동대문역,종로구,창신동,3498277.047,10,카페,5109449,6287409
창신역,종로구,창신동,3498277.047,28,편의점,2689152,11120870
동대문역,종로구,창신동,3498277.047,30.44,화장품,5418000,6287409
서대문역,종로구,충정로2가,6935797.619,8.25,소매업,500000,12529012
서대문역,종로구,충정로2가,6935797.619,10.5,식당,2500000,8539503
서대문역,종로구,충정로2가,6935797.619,9.05,식품제과,600000,12529012
서대문역,종로구,충정로2가,6935797.619,11.88,식품제과,2710000,8539503
서대문역,종로구,충정로2가,6935797.619,9.06,의류잡화,550000,12529012
서대문역,종로구,충정로2가,6935797.619,10.5,의류잡화,610000,12529012
서대문역,종로구,충정로2가,6935797.619,42.95,의류잡화,5021000,8539503
서대문역,종로구,충정로2가,6935797.619,30.32,편의점,5124183,8539503
동대문역사문화공원역,중구,광희동,21319420.45,31.69,의류잡화,1155400,6287409
동대문역사문화공원역,중구,광희동,21319420.45,62.2,의류잡화,2446800,6287409
동대문역사문화공원역,중구,광희동,21319420.45,15,의류잡화,3100000,6287409
동대문역사문화공원역,중구,광희동,21319420.45,16.68,의류잡화,5551000,29861156
동대문역사문화공원역,중구,광희동,21319420.45,89,의류잡화,8100000,29861156
동대문역사문화공원역,중구,광희동,21319420.45,27.09,의류잡화,12776200,29861156
동대문역사문화공원역,중구,광희동,21319420.45,45.64,의류잡화,17200000,29861156
동대문역사문화공원역,중구,광희동,21319420.45,12,카페,4625497,29861156
동대문역사문화공원역,중구,광희동,21319420.45,32.5,카페,7718394,29861156
동대문역사문화공원역,중구,광희동,21319420.45,19.5,화장품,8176000,29861156
동대문역사문화공원역,중구,광희동,21319420.45,25.7,화장품,13621600,29861156
회현역,중구,남창동,15227164.85,81.7,의류잡화,8161384,36008642
회현역,중구,남창동,15227164.85,30,카페,1233658,36008642
시청역,중구,서소문동,5900979.695,11.9,소매업,684800,10048777
시청역,중구,서소문동,5900979.695,11.9,의류잡화,530500,10048777
시청역,중구,서소문동,5900979.695,17.2,의류잡화,850000,10048777
시청역,중구,서소문동,5900979.695,14.6,의류잡화,1563100,10048777
시청역,중구,서소문동,5900979.695,15.7,의류잡화,1780900,10048777
시청역,중구,서소문동,5900979.695,14.6,의류잡화,1929700,10048777
시청역,중구,서소문동,5900979.695,29.2,의류잡화,3110000,13361783
시청역,중구,서소문동,5900979.695,25,카페,6164224,13361783
버티고개역,중구,신당동,3301641.362,26,사무실,924030,4694450
약수역,중구,신당동,3301641.362,33,사무실,1305771,10809123
약수역,중구,신당동,3301641.362,46,사무실,1506508,10809123
약수역,중구,신당동,3301641.362,39,사무실,1543184,10809123
약수역,중구,신당동,3301641.362,85,사무실,2783765,10809123
버티고개역,중구,신당동,3301641.362,52,소매업,1240994,4694450
신당역,중구,신당동,3301641.362,11,소매업,850000,13361783
신당역,중구,신당동,3301641.362,33,식당,2148757,28142382
신당역,중구,신당동,3301641.362,40,식당,2604554,28142382
신당역,중구,신당동,3301641.362,26,식품제과,993870,13361783
신당역,중구,신당동,3301641.362,34.1,식품제과,3922883,28142382
청구역,중구,신당동,3301641.362,30,식품제과,2757557,11120870
신당역,중구,신당동,3301641.362,30,의류잡화,3780000,28142382
청구역,중구,신당동,3301641.362,47.89,의류잡화,4490383,11120870
약수역,중구,신당동,3301641.362,11.57,카페,3246217,7684698
신당역,중구,신당동,3301641.362,40,편의점,7397913,28142382
약수역,중구,신당동,3301641.362,77,편의점,10564528,7684698
청구역,중구,신당동,3301641.362,46.33,편의점,5754033,7271432
신당역,중구,신당동,3301641.362,30,화장품,1953415,13361783
약수역,중구,신당동,3301641.362,22.32,화장품,5217168,7684698
을지로3가역,중구,을지로동,21319420.45,54.3,사무실,1031800,17322122
을지로3가역,중구,을지로동,21319420.45,11.5,서점,872300,17322122
을지로3가역,중구,을지로동,21319420.45,13,소매업,1530000,17322122
을지로3가역,중구,을지로동,21319420.45,13.5,소매업,400000,17322122
을지로4가역,중구,을지로동,21319420.45,22.84,소매업,1356400,4540230
을지로4가역,중구,을지로동,21319420.45,14.9,소매업,660000,4540230
을지로입구역,중구,을지로동,21319420.45,16.7,소매업,14403100,11327003
을지로입구역,중구,을지로동,21319420.45,180,소매업,59400000,9256893
을지로입구역,중구,을지로동,21319420.45,16.7,소매업,12110000,23263824
을지로입구역,중구,을지로동,21319420.45,17.2,소매업,12150000,23263824
을지로3가역,중구,을지로동,21319420.45,27.9,식당,1525800,17322122
을지로입구역,중구,을지로동,21319420.45,75.95,식품제과,16137100,9256893
을지로입구역,중구,을지로동,21319420.45,17.6,식품제과,4503660,9256893
을지로3가역,중구,을지로동,21319420.45,10.2,의류잡화,1621000,17322122
을지로3가역,중구,을지로동,21319420.45,26.4,의류잡화,1998000,17322122
을지로3가역,중구,을지로동,21319420.45,20,의류잡화,2221600,17322122
을지로3가역,중구,을지로동,21319420.45,16.2,의류잡화,834200,17322122
을지로3가역,중구,을지로동,21319420.45,22.8,의류잡화,1265600,17322122
을지로3가역,중구,을지로동,21319420.45,18.96,의류잡화,1364680,17322122
을지로4가역,중구,을지로동,21319420.45,16.8,의류잡화,1500000,4540230
을지로4가역,중구,을지로동,21319420.45,14.9,의류잡화,635200,4540230
을지로4가역,중구,을지로동,21319420.45,14.9,의류잡화,663900,4540230
을지로4가역,중구,을지로동,21319420.45,23.2,의류잡화,705000,11327003
을지로4가역,중구,을지로동,21319420.45,19.6,의류잡화,799000,11327003
을지로입구역,중구,을지로동,21319420.45,32.51,의류잡화,15111000,11327003
을지로입구역,중구,을지로동,21319420.45,19.97,의류잡화,3300000,9256893
을지로입구역,중구,을지로동,21319420.45,40,의류잡화,6723839,9256893
을지로입구역,중구,을지로동,21319420.45,26.82,의류잡화,7711100,5326668
을지로입구역,중구,을지로동,21319420.45,19.47,의류잡화,11408319,5326668
을지로4가역,중구,을지로동,21319420.45,38,카페,2143653,4540230
을지로입구역,중구,을지로동,21319420.45,16,카페,11626196,5326668
을지로4가역,중구,을지로동,21319420.45,34.98,편의점,5063194,4540230
을지로입구역,중구,을지로동,21319420.45,17.2,편의점,7153000,9256893
을지로4가역,중구,을지로동,21319420.45,41.45,화장품,950000,11327003
을지로입구역,중구,을지로동,21319420.45,33.9,화장품,18040000,9256893
동대입구역,중구,장충동,3023523.968,33.3,사무실,429000,29861156
동대입구역,중구,장충동,3023523.968,33.7,사무실,521300,29861156
동대입구역,중구,장충동,3023523.968,16.8,소매업,201000,29861156
동대입구역,중구,장충동,3023523.968,17.14,소매업,250000,29861156
동대입구역,중구,장충동,3023523.968,33.37,식품제과,1529500,29861156
동대입구역,중구,장충동,3023523.968,33.46,의류잡화,513900,29861156
동대입구역,중구,장충동,3023523.968,16.68,편의점,328400,29861156
동대입구역,중구,장충동,3023523.968,17.04,편의점,1320000,29861156
명동역,중구,충무로2가,25555705.65,26,카페,17711479,7757014
충정로역,중구,충정로3가,4992004.666,20,식당,3000000,5745180
충정로역,중구,충정로3가,4992004.666,45,편의점,5773993,5745180
충정로역,중구,충정로3가,4992004.666,26.12,화장품,8207922,5745180
충무로역,중구,필동2가,4992004.666,17.57,의류잡화,9755300,17677579
충무로역,중구,필동2가,4992004.666,21,카페,3657259,30098232
충무로역,중구,필동2가,4992004.666,31.54,화장품,14422228,17677579
용마산역,중랑구,면목동,2333104.521,58,사무실,3487429,7717359
면목역,중랑구,면목동,2333104.521,24,소매업,2928300,7919922
면목역,중랑구,면목동,2333104.521,45,소매업,3059094,7919922
면목역,중랑구,면목동,2333104.521,45,소매업,3059094,7919922
면목역,중랑구,면목동,2333104.521,42,소매업,5124524,7757014
면목역,중랑구,면목동,2333104.521,107,소매업,9274705,7757014
사가정역,중랑구,면목동,2333104.521,112,소매업,13225699,6891397
용마산역,중랑구,면목동,2333104.521,36,소매업,2707623,7717359
면목역,중랑구,면목동,2333104.521,32,식당,5600000,7757014
사가정역,중랑구,면목동,2333104.521,63,식당,8578480,6891397
사가정역,중랑구,면목동,2333104.521,30,식품제과,4084990,16859449
용마산역,중랑구,면목동,2333104.521,66,식품제과,5666297,7717359
면목역,중랑구,면목동,2333104.521,29,의류잡화,2132026,7919922
면목역,중랑구,면목동,2333104.521,45.56,의류잡화,8706792,7757014
사가정역,중랑구,면목동,2333104.521,46,의류잡화,5431983,6891397
사가정역,중랑구,면목동,2333104.521,26.03,의류잡화,15254726,6891397
용마산역,중랑구,면목동,2333104.521,35,의류잡화,2632412,7717359
용마산역,중랑구,면목동,2333104.521,55,의류잡화,3488875,7717359
면목역,중랑구,면목동,2333104.521,36,카페,4392449,7757014
면목역,중랑구,면목동,2333104.521,36.08,편의점,8888000,7757014
사가정역,중랑구,면목동,2333104.521,32.21,편의점,8459000,6891397
용마산역,중랑구,면목동,2333104.521,28.8,편의점,5239850,7717359
면목역,중랑구,면목동,2333104.521,52,화장품,4507333,7757014
면목역,중랑구,면목동,2333104.521,53,화장품,4594013,7757014
사가정역,중랑구,면목동,2333104.521,58,화장품,6849023,6891397
용마산역,중랑구,면목동,2333104.521,55,화장품,3488875,7717359
먹골역,중랑구,묵동,2395940.664,16,소매업,862869,9828274
먹골역,중랑구,묵동,2395940.664,16,소매업,862869,9828274
먹골역,중랑구,묵동,2395940.664,16,소매업,862869,9828274
먹골역,중랑구,묵동,2395940.664,16,소매업,862869,9828274
먹골역,중랑구,묵동,2395940.664,16,소매업,862869,9828274
먹골역,중랑구,묵동,2395940.664,17,소매업,916798,9828274
먹골역,중랑구,묵동,2395940.664,17,소매업,916798,9828274
먹골역,중랑구,묵동,2395940.664,50,소매업,2686134,10206613
먹골역,중랑구,묵동,2395940.664,34,식품제과,2019766,10206613
먹골역,중랑구,묵동,2395940.664,48,의류잡화,2851435,10597448
먹골역,중랑구,묵동,2395940.664,58,의류잡화,2936151,10597448
먹골역,중랑구,묵동,2395940.664,57,카페,2885528,10597448
먹골역,중랑구,묵동,2395940.664,24.38,편의점,5328730,10597448
먹골역,중랑구,묵동,2395940.664,35,화장품,1789895,10206613
먹골역,중랑구,묵동,2395940.664,35,화장품,1789895,10206613
상봉역,중랑구,상봉동,2742454.278,74,소매업,6054960,53081616
상봉역,중랑구,상봉동,2742454.278,144,소매업,12095043,53081616
상봉역,중랑구,상봉동,2742454.278,52,의류잡화,3169638,53081616
상봉역,중랑구,상봉동,2742454.278,53,의류잡화,3230593,53081616
상봉역,중랑구,상봉동,2742454.278,60,의류잡화,10544110,53081616
상봉역,중랑구,상봉동,2742454.278,45.48,편의점,12126840,4176932
상봉역,중랑구,상봉동,2742454.278,78,화장품,4754458,53081616
상봉역,중랑구,상봉동,2742454.278,43.09,화장품,9654037,53081616
봉화산역,중랑구,신내동,1342041.161,87,소매업,979716,5384445
봉화산역,중랑구,신내동,1342041.161,87,소매업,979716,5384445
봉화산역,중랑구,신내동,1342041.161,34,식품제과,2107582,5334007
봉화산역,중랑구,신내동,1342041.161,33,의류잡화,2045595,5334007
봉화산역,중랑구,신내동,1342041.161,33,의류잡화,2045595,5334007
봉화산역,중랑구,신내동,1342041.161,47,편의점,6932114,1740624
봉화산역,중랑구,신내동,1342041.161,27,화장품,2255664,1740624
중화역,중랑구,중화동,2296269.486,30,소매업,3600000,43738113
중화역,중랑구,중화동,2296269.486,50,소매업,3894895,43738113
중화역,중랑구,중화동,2296269.486,48,소매업,4145738,43738113
중화역,중랑구,중화동,2296269.486,70,소매업,5452853,43738113
중화역,중랑구,중화동,2296269.486,50,식당,4571594,43738113
중화역,중랑구,중화동,2296269.486,18,의류잡화,1880087,43738113
중화역,중랑구,중화동,2296269.486,39.02,의류잡화,3917590,43738113
중화역,중랑구,중화동,2296269.486,28.43,의류잡화,13013482,18838940
중화역,중랑구,중화동,2296269.486,45,카페,4393379,43738113
중화역,중랑구,중화동,2296269.486,29.7,편의점,6788870,43738113
중화역,중랑구,중화동,2296269.486,44,화장품,4254837,43738113
